Time,Desired_1,Sensor_1,PID_1,Desired_2,Sensor_2,PID_2,Desired_3,Sensor_3,PID_3,Desired_4,Sensor_4,PID_4,Desired_5,Sensor_5,PID_5,Desired_6,Sensor_6,PID_6,Thruster_1,Thruster_2,Thruster_3,Thruster_4,Thruster_5,Thruster_6,Thruster_7,Thruster_8
0.0,0.5,0.0,0.5493307372220384,0.0,0.0,-1.1814985971378554e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991872692364084e-18,1694.0,1306.0,1306.0,1694.0,1500.0,1500.0,1500.0,1500.0
0.1,0.5,0.0177681670779066,0.5180148912315679,0.0,-3.1475407355851e-18,-1.148746484500676e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.00458683718397e-18,1.2234478887947718e-17,1683.0,1317.0,1317.0,1683.0,1500.0,1500.0,1500.0,1500.0
0.2,0.5,0.05711710603710135,0.47749376041635394,0.0,-9.646655817389018e-18,-1.0939667760618664e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.525571198347198e-18,1.1429928311245512e-17,1669.0,1331.0,1331.0,1669.0,1500.0,1500.0,1500.0,1500.0
0.30000000000000004,0.5,0.0906679452603919,0.45446100035949744,0.0,-1.492281331865803e-17,-1.0678135261315179e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.041358740507823e-18,1.175243390894857e-17,1661.0,1339.0,1339.0,1661.0,1500.0,1500.0,1500.0,1500.0
0.4,0.5,0.1209042877508693,0.4323757579197073,0.0,-2.0093975285651787e-17,-1.0361706770163341e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5520013019353956e-18,1.2081776518268875e-17,1653.0,1347.0,1347.0,1653.0,1500.0,1500.0,1500.0,1500.0
0.5,0.5,0.14803139910047805,0.41255177166262036,0.0,-2.406860593909536e-17,-1.0161808075210343e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.7820726463806595e-18,1.2123579618024459e-17,1646.0,1354.0,1354.0,1646.0,1500.0,1500.0,1500.0,1500.0
0.6000000000000001,0.5,0.1729469956506909,0.39403097787393615,0.0,-2.7964141442535404e-17,-9.914840050204715e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.183416356868874e-18,1.1420296973801348e-17,1639.0,1361.0,1361.0,1639.0,1500.0,1500.0,1500.0,1500.0
0.7000000000000001,0.5,0.19527716522513108,0.377829540648563,0.0,-3.178215578945699e-17,-9.672351709923645e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.1416867787091066e-18,1.1666300779063608e-17,1634.0,1366.0,1366.0,1634.0,1500.0,1500.0,1500.0,1500.0
0.8,0.5,0.21549127914150112,0.36291764303581664,0.0,-3.443056646046783e-17,-9.544692983196104e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.100373453091483e-18,1.1664559725750502e-17,1628.0,1372.0,1372.0,1628.0,1500.0,1500.0,1500.0,1500.0
0.9,0.5,0.2339100611213198,0.3493499643481833,0.0,-3.7026273759125555e-17,-9.370507798223413e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.059472227896896e-18,1.1663000204375383e-17,1624.0,1376.0,1376.0,1624.0,1500.0,1500.0,1500.0,1500.0
1.0,0.5,0.25084785248404756,0.33685452506561864,0.0,-3.957032648253999e-17,-9.198623192241763e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0189789924236244e-18,1.1661759822911665e-17,1619.0,1381.0,1381.0,1619.0,1500.0,1500.0,1500.0,1500.0
