Time,Desired_1,Sensor_1,PID_1,Desired_2,Sensor_2,PID_2,Desired_3,Sensor_3,PID_3,Desired_4,Sensor_4,PID_4,Desired_5,Sensor_5,PID_5,Desired_6,Sensor_6,PID_6,Thruster_1,Thruster_2,Thruster_3,Thruster_4,Thruster_5,Thruster_6,Thruster_7,Thruster_8
0.0,-1.0,0.0,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.0,1776.0,1776.0,1224.0,1500.0,1500.0,1500.0,1500.0
0.1,-1.0,-0.07564375908012803,-0.708040897020817,0.0,1.5310752665698143e-17,-1.540895263677147e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1019102297282759e-18,-1.1088459999911314e-18,1250.0,1750.0,1750.0,1250.0,1500.0,1500.0,1500.0,1500.0
0.2,-1.0,-0.13905556011852127,-0.6772252180904963,0.0,2.3755070210906835e-17,-1.8067268784721638e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0991554541539583e-20,4.714544916840857e-19,1261.0,1739.0,1739.0,1261.0,1500.0,1500.0,1500.0,1500.0
0.30000000000000004,-1.0,-0.19716556021436518,-0.648183480451469,0.0,3.421859621777989e-17,-2.5421350611317484e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.618370286491256e-19,5.680270280306461e-19,1271.0,1729.0,1729.0,1271.0,1500.0,1500.0,1500.0,1500.0
0.4,-1.0,-0.24868619413680085,-0.6241677268502874,0.0,4.4473898057116176e-17,-3.17325504009249e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1071878191524885e-18,8.986045444146525e-19,1279.0,1721.0,1721.0,1279.0,1500.0,1500.0,1500.0,1500.0
0.5,-1.0,-0.2965347324119104,-0.5995189027989716,0.0,5.233786900903565e-17,-3.5869432832244956e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0961436206564425e-18,6.620250325635345e-19,1288.0,1712.0,1712.0,1288.0,1500.0,1500.0,1500.0,1500.0
0.6000000000000001,-1.0,-0.34008771420826783,-0.57965818621906,0.0,6.004534693901192e-17,-4.066678762920288e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0852095880403945e-18,6.620180916175793e-19,1295.0,1705.0,1705.0,1295.0,1500.0,1500.0,1500.0,1500.0
0.7000000000000001,-1.0,-0.3802664637415696,-0.5606634218341762,0.0,6.759944605818167e-17,-4.552643890617006e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0743846223996917e-18,6.6186787178268935e-19,1302.0,1698.0,1698.0,1302.0,1500.0,1500.0,1500.0,1500.0
0.8,-1.0,-0.41727743534081213,-0.5433894634633203,0.0,7.06287178432519e-17,-4.582647921488326e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0636676357912547e-18,6.617177328324746e-19,1308.0,1692.0,1692.0,1308.0,1500.0,1500.0,1500.0,1500.0
0.9,-1.0,-0.4513229748938447,-0.527714863201535,0.0,7.578495750061327e-17,-5.0273824151824505e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.053057551124237e-18,6.61550435116682e-19,1313.0,1687.0,1687.0,1313.0,1500.0,1500.0,1500.0,1500.0
1.0,-1.0,-0.4834372442471179,-0.5125584902931307,0.0,7.865133760797911e-17,-5.147558641767987e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.915981871876347e-19,9.221541491065704e-20,1319.0,1681.0,1681.0,1319.0,1500.0,1500.0,1500.0,1500.0
1.1,-1.0,-0.5119869903940681,-0.5004483048829369,0.0,8.255430194161538e-17,-5.47393921447326e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.426061959369987e-20,-2.385200825992778e-19,1323.0,1677.0,1677.0,1323.0,1500.0,1500.0,1500.0,1500.0
1.2000000000000002,-1.0,-0.5385755255230784,-0.48802187288630494,0.0,8.747322247541931e-17,-5.869100069869705e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0382906098150231e-18,1.1509997850640094e-18,1327.0,1673.0,1673.0,1327.0,1500.0,1500.0,1500.0,1500.0
1.3,-1.0,-0.563520491947329,-0.4771487866843536,0.0,9.120063130019352e-17,-6.089541377859689e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.524561035500495e-19,3.755240574584194e-19,1331.0,1669.0,1669.0,1331.0,1500.0,1500.0,1500.0,1500.0
